,Company,Location,Industry,Laid_Off_Count,Date,Stage,Country,Percentage
406,Akili Labs,9,12,46.0,2023-01-12,Seed,56,0.3
407,Career Karma,147,5,22.0,2023-01-12,Series B,56,0.18
408,Crypto.com,163,3,80.0,2023-01-12,Unknown,56,0.2
409,Lattice,147,10,80.0,2023-01-12,Series F,56,0.15
410,Life360,147,2,80.0,2023-01-12,Post-IPO,56,0.14
411,Rock Content,108,17,80.0,2023-01-12,Series B,56,0.15
412,Flexport,147,15,640.0,2023-01-11,Series E,56,0.2
413,Century Therapeutics,135,12,80.0,2023-01-09,Post-IPO,56,0.18
414,Editas Medicine,24,12,80.0,2023-01-09,Post-IPO,56,0.2
415,Scale AI,147,4,80.0,2023-01-09,Series E,56,0.2
416,Minute Media,97,18,50.0,2023-01-08,Series I,55,0.1
417,WalkMe,147,19,43.0,2023-01-08,Post-IPO,56,0.03
418,Huobi,14,3,275.0,2023-01-06,Unknown,9,0.2
419,Carbon Health,147,12,200.0,2023-01-06,Series D,56,0.18
420,Bounce,17,27,40.0,2023-01-06,Series D,22,0.05
421,Aware,42,25,80.0,2023-01-06,Series C,56,0.18
422,CareerArc,98,10,80.0,2023-01-06,Private Equity,56,0.18
423,CreateMe,147,16,80.0,2023-01-06,Unknown,56,0.18
424,Lantern,64,23,80.0,2023-01-06,Seed,56,1.0
425,Mojo Vision,147,11,80.0,2023-01-06,Series B,56,0.75
426,SuperRare,186,3,80.0,2023-01-06,Series A,56,0.3
427,Cue,151,12,388.0,2023-01-05,Post-IPO,56,0.18
428,SoundHound,147,19,200.0,2023-01-05,Post-IPO,56,0.5
429,Socure,145,7,104.0,2023-01-05,Series E,56,0.19
430,Genesis,125,3,60.0,2023-01-05,Series A,56,0.3
431,Moglix,163,23,40.0,2023-01-05,Series F,46,0.02
432,Twitter,147,2,40.0,2023-01-05,Post-IPO,56,0.18
433,Everlane,147,23,30.0,2023-01-05,Unknown,56,0.17
434,Pecan AI,172,4,30.0,2023-01-05,Series C,25,0.25
435,Personetics,125,26,30.0,2023-01-05,Private Equity,56,0.08
436,Twine Solutions ,172,11,30.0,2023-01-05,Unknown,25,0.33
437,UpScalio,66,23,25.0,2023-01-05,Series B,22,0.15
438,Attentive,125,17,80.0,2023-01-05,Series E,56,0.15
439,Compass,125,21,80.0,2023-01-05,Post-IPO,56,0.18
440,Megaport,27,13,80.0,2023-01-05,Post-IPO,1,0.18
441,Stitch Fix,147,23,80.0,2023-01-05,Post-IPO,56,0.2
442,TCR2,24,12,80.0,2023-01-05,Post-IPO,56,0.4
443,Amazon,158,23,8000.0,2023-01-04,Post-IPO,56,0.02
444,Salesforce,147,24,8000.0,2023-01-04,Post-IPO,56,0.1
445,Astronomer,40,4,76.0,2023-01-04,Series C,56,0.2
446,Kaltura,125,18,75.0,2023-01-04,Post-IPO,56,0.11
447,Augury,125,16,20.0,2023-01-04,Series E,56,0.05
448,Butterfly Network,24,12,80.0,2023-01-04,Post-IPO,56,0.25
449,Vimeo,125,2,80.0,2023-01-04,Post-IPO,56,0.11
450,Wyre,147,3,80.0,2023-01-04,Unknown,56,1.0
451,Pegasystems,24,10,245.0,2023-01-03,Post-IPO,56,0.04
452,Uniphore,147,26,76.0,2023-01-03,Series E,56,0.1
453,Harappa,122,5,60.0,2023-01-03,Acquired,22,0.3
454,ByteDance,161,2,80.0,2023-01-03,Unknown,9,0.1
455,Amdocs,166,26,700.0,2023-01-02,Post-IPO,56,0.03
456,Bilibili,161,18,80.0,2022-12-27,Post-IPO,9,0.3
457,Octopus Network,13,3,80.0,2022-12-27,Series A,45,0.4
458,PayU,3,7,150.0,2022-12-26,Acquired,34,0.06
459,Element,97,19,80.0,2022-12-25,Series B,55,0.15
460,Willow,169,21,99.0,2022-12-23,Unknown,1,0.22
461,Back Market,133,23,93.0,2022-12-23,Series E,16,0.13
462,Zoopla,97,21,50.0,2022-12-23,Series C,55,0.18
463,Qualcomm,151,11,153.0,2022-12-22,Post-IPO,56,0.18
464,TuSimple,151,27,350.0,2022-12-21,Post-IPO,56,0.25
465,Lendis,18,19,80.0,2022-12-21,Series A,17,0.5
466,Chope,163,9,65.0,2022-12-20,Series E,46,0.24
467,Briza,175,7,26.0,2022-12-20,Series A,7,0.4
468,StreetBees,97,4,80.0,2022-12-20,Unknown,55,0.18
469,Zhihu,14,2,80.0,2022-12-20,Series F,9,0.1
470,Homebot,49,21,18.0,2022-12-19,Acquired,56,0.13
471,Health IQ,147,12,80.0,2022-12-19,Series D,56,0.18
472,Xiaomi,14,2,80.0,2022-12-19,Post-IPO,56,0.18
473,YourGrocer,106,9,80.0,2022-12-19,Unknown,1,1.0
474,Tomorrow,67,7,30.0,2022-12-16,Unknown,17,0.25
475,Revelate,114,4,24.0,2022-12-16,Series A,7,0.3
476, E Inc.,175,27,80.0,2022-12-16,Post-IPO,7,0.18
477,Autograph,98,3,80.0,2022-12-16,Series B,56,0.18
478,Improbable,97,19,80.0,2022-12-16,Unknown,55,0.1
479,Modern Treasury,147,7,80.0,2022-12-16,Series C,56,0.18
480,Reach,35,23,80.0,2022-12-16,Series A,7,0.12
481,SonderMind,49,12,80.0,2022-12-16,Series C,56,0.15
482,BigCommerce,8,23,180.0,2022-12-15,Post-IPO,56,0.13
483,Freshworks,147,26,90.0,2022-12-15,Post-IPO,56,0.02
484,LeafLink,125,19,80.0,2022-12-15,Series C,56,0.31
485,Workmotion,18,10,60.0,2022-12-15,Series B,56,0.2
486,Apollo,147,20,80.0,2022-12-15,Series D,56,0.15
487,JD.ID,79,23,200.0,2022-12-14,Post-IPO,23,0.3
488,GoStudent,180,5,100.0,2022-12-14,Series D,2,0.18
489,Quanergy Systems,147,27,72.0,2022-12-14,Post-IPO,56,0.18
490,Headspace,98,12,50.0,2022-12-14,Unknown,56,0.04
491,ChowNow,98,9,40.0,2022-12-14,Series C,56,0.1
492,Landing,19,21,80.0,2022-12-14,Series C,56,0.18
493,Thumbtack,147,2,160.0,2022-12-13,Series I,56,0.14
494,Edgio,136,13,95.0,2022-12-13,Post-IPO,56,0.1
495,Komodo Health,147,12,78.0,2022-12-13,Series E,56,0.09
496,Viant,98,17,46.0,2022-12-13,Post-IPO,56,0.13
497,TaxBit,149,3,80.0,2022-12-13,Series B,56,0.18
498,Pluralsight,149,5,400.0,2022-12-12,Acquired,56,0.2
499,Freshly,136,9,329.0,2022-12-12,Acquired,56,0.18
500,Balto,166,24,35.0,2022-12-12,Series B,56,0.18
501,Caribou,183,7,80.0,2022-12-12,Series C,56,0.18
502,Outschool,147,5,43.0,2022-12-10,Series D,56,0.25
503,Xentral,117,20,20.0,2022-12-10,Series B,17,0.1
504,Autobooks,50,7,80.0,2022-12-10,Series C,56,0.18
505,Convene,125,21,80.0,2022-12-10,Unknown,56,0.18
506,PharmEasy,116,12,80.0,2022-12-10,Unknown,22,0.18
507,Playtika,172,2,600.0,2022-12-09,Post-IPO,25,0.15
508,Share Now,18,27,150.0,2022-12-09,Acquired,17,0.36
509,Alice,156,12,113.0,2022-12-09,Series C,5,0.16
510,Primer,97,7,85.0,2022-12-09,Series B,55,0.33
511,OneFootball,18,17,62.0,2022-12-09,Series D,17,0.115
512,C2FO,83,7,20.0,2022-12-09,Series H,56,0.02
513,Brodmann17,172,19,80.0,2022-12-09,Series A,25,1.0
514,Digital Surge,27,3,80.0,2022-12-09,Unknown,1,1.0
515,N-able Technologies,144,19,80.0,2022-12-09,Post-IPO,56,0.18
516,ZenLedger,158,3,80.0,2022-12-09,Series B,56,0.1
517,Airtable,147,20,254.0,2022-12-08,Series F,56,0.2
518,Swiggy,17,9,250.0,2022-12-08,Unknown,22,0.03
519,Glints,163,10,198.0,2022-12-08,Series D,46,0.18
520,Buser,156,27,160.0,2022-12-08,Series C,5,0.3
521,BlackLine,98,7,95.0,2022-12-08,Private Equity,56,0.05
522,Chrono24,85,23,80.0,2022-12-08,Series C,17,0.18
523,Otonomo,172,27,80.0,2022-12-08,Post-IPO,25,0.5
524,TechTarget,24,17,60.0,2022-12-08,Post-IPO,56,0.05
525,Inscripta,25,12,43.0,2022-12-08,Series E,56,0.18
526,CyCognito,147,25,30.0,2022-12-08,Series C,56,0.15
527,Armis,147,25,25.0,2022-12-08,Private Equity,56,0.04
528,Bakkt,6,3,80.0,2022-12-08,Post-IPO,56,0.15
529,Blue Apron,125,9,80.0,2022-12-08,Post-IPO,56,0.1
530,FireHydrant,125,13,80.0,2022-12-08,Series B,56,0.18
531,Lenovo,144,11,80.0,2022-12-08,Post-IPO,56,0.18
532,Nerdy,166,5,80.0,2022-12-08,Post-IPO,56,0.17
533,Vanta,147,25,80.0,2022-12-08,Series B,56,0.14
534,Vedantu,17,5,385.0,2022-12-07,Series E,22,0.18
535,Loft,156,21,312.0,2022-12-07,Unknown,5,0.12
536,Plaid,147,7,260.0,2022-12-07,Series D,56,0.2
537,Motive,147,27,237.0,2022-12-07,Series F,56,0.06
538,Recur Forever,108,3,235.0,2022-12-07,Series A,56,0.18
539,Relativity,39,14,150.0,2022-12-07,Private Equity,56,0.1
540,Voi,168,27,130.0,2022-12-07,Series D,56,0.13
541,Integral Ad Science,125,17,120.0,2022-12-07,Acquired,56,0.13
542,Houzz,147,2,95.0,2022-12-07,Series E,56,0.08
543,Grover,18,23,40.0,2022-12-07,Unknown,56,0.1
544,Lev,125,21,30.0,2022-12-07,Series B,56,0.3
545,Lithic,125,7,27.0,2022-12-07,Series C,56,0.18
546,CircleCI,147,20,80.0,2022-12-07,Series F,56,0.17
547,Sayurbox,79,9,80.0,2022-12-07,Series C,23,0.05
548,Zywave,110,7,80.0,2022-12-07,Acquired,56,0.18
549,Doma,147,7,515.0,2022-12-06,Post-IPO,56,0.4
550,Intel,147,11,201.0,2022-12-06,Post-IPO,56,0.18
551,BuzzFeed,125,18,180.0,2022-12-06,Post-IPO,56,0.12
552,Weedmaps,98,19,175.0,2022-12-06,Acquired,56,0.25
553,Adobe,147,17,100.0,2022-12-06,Post-IPO,56,0.18
554,Chipper Cash,147,7,50.0,2022-12-06,Series C,56,0.125
555,Stash,125,7,32.0,2022-12-06,Unknown,56,0.08
556,Perimeter 81,172,25,20.0,2022-12-06,Series C,25,0.08
557,Koinly,97,3,16.0,2022-12-06,Unknown,55,0.14
558,Bridgit,184,1,13.0,2022-12-06,Series B,7,0.13
559,Filevine,149,14,80.0,2022-12-06,Series D,56,0.18
560,Moove,89,27,80.0,2022-12-06,Unknown,36,0.18
561,Nextiva,136,19,80.0,2022-12-06,Private Equity,56,0.17
562,OneStudyTeam,24,12,80.0,2022-12-06,Series D,56,0.25
563,Zuora,147,7,80.0,2022-12-06,Post-IPO,56,0.11
564,Swyftx,27,3,90.0,2022-12-05,Unknown,1,0.4
565,Aqua Security,24,25,65.0,2022-12-05,Series E,56,0.1
566,DataRails,172,7,30.0,2022-12-05,Series B,25,0.18
567,Elemy,147,12,80.0,2022-12-05,Series B,56,0.18
568,Route,92,23,80.0,2022-12-05,Unknown,56,0.18
569,Thinkific,178,5,80.0,2022-12-05,Post-IPO,7,0.18
570,OYO,66,28,600.0,2022-12-03,Series F,22,0.18
571,HealthifyMe,17,8,150.0,2022-12-03,Series C,22,0.18
572,Bybit,163,3,80.0,2022-12-03,Unknown,46,0.3
573,Cognyte,172,25,100.0,2022-12-02,Unknown,25,0.05
574,ShareChat,17,2,100.0,2022-12-02,Unknown,22,0.18
575,Polly,33,7,47.0,2022-12-02,Series C,56,0.15
576,Homebound,147,21,80.0,2022-12-02,Unknown,56,0.18
577,Lora DiCarlo,16,2,80.0,2022-12-02,Unknown,56,1.0
578,Carousell,163,23,110.0,2022-12-01,Private Equity,46,0.1
579,Bizzabo,125,17,100.0,2022-12-01,Series E,56,0.37
580,BloomTech,147,5,88.0,2022-12-01,Unknown,56,0.5
581,Netlify,147,20,48.0,2022-12-01,Series D,56,0.16
582,Springbig,108,24,37.0,2022-12-01,Post-IPO,56,0.23
583,Podium,92,26,80.0,2022-12-01,Series D,56,0.12
584,SQZ Biotech,24,12,80.0,2022-12-01,Post-IPO,56,0.6
585,Strava,147,8,80.0,2022-12-01,Series F,56,0.14
586,Synlogic,24,12,80.0,2022-12-01,Post-IPO,56,0.25
587,Yapily,97,7,80.0,2022-12-01,Series A,55,0.18
588,DoorDash,147,9,1250.0,2022-11-30,Post-IPO,56,0.06
589,Kraken,147,3,1100.0,2022-11-30,Unknown,56,0.3
590,Happy Money,98,7,158.0,2022-11-30,Series D,56,0.34
591,Ula,79,23,134.0,2022-11-30,Series B,23,0.23
592,Wonder,125,9,130.0,2022-11-30,Series B,56,0.07
593,StudySmarter,18,5,70.0,2022-11-30,Series A,17,0.18
594,Grin,148,17,60.0,2022-11-30,Series B,56,0.13
595,UalÃ¡,32,7,53.0,2022-11-30,Series D,0,0.03
596,Teachmint,17,5,45.0,2022-11-30,Series B,22,0.05
597,Etermax,32,19,40.0,2022-11-30,Unknown,0,0.18
598,Thread,97,23,30.0,2022-11-30,Acquired,55,0.5
599,Elastic,147,4,80.0,2022-11-30,Post-IPO,56,0.13
600,Motional,24,27,80.0,2022-11-30,Unknown,56,0.18
601,Pinterest,147,2,80.0,2022-11-30,Post-IPO,56,0.18
602,Sana,158,12,80.0,2022-11-30,Series A,56,0.15
603,Venafi,149,25,80.0,2022-11-30,Acquired,56,0.18
604,Bitso,107,3,100.0,2022-11-29,Series C,32,0.18
605,Lyst,97,23,50.0,2022-11-29,Unknown,55,0.25
606,CoinJar,106,3,10.0,2022-11-29,Unknown,1,0.2
607,Bitfront,147,3,80.0,2022-11-29,Unknown,56,1.0
608,Codexis,147,12,80.0,2022-11-29,Post-IPO,56,0.18
609,Firework,147,23,80.0,2022-11-29,Series B,56,0.1
610,Lazerpay,89,3,80.0,2022-11-29,Unknown,36,0.18
611,MessageBird,3,19,80.0,2022-11-29,Series C,34,0.31
612,Plerk,65,7,80.0,2022-11-29,Series A,32,0.4
613,Proton.ai,24,24,80.0,2022-11-29,Series A,56,0.18
614,Infarm,18,19,500.0,2022-11-28,Series D,17,0.5
615,Wildlife Studios,156,2,300.0,2022-11-28,Unknown,5,0.2
616,Hirect,17,22,200.0,2022-11-28,Series A,22,0.4
617,ApplyBoard,184,5,90.0,2022-11-28,Series D,7,0.06
618,Ajaib,79,7,67.0,2022-11-28,Unknown,23,0.08
619,Candy Digital,125,3,33.0,2022-11-28,Series A,56,0.33
620,ResearchGate,18,19,25.0,2022-11-28,Series D,17,0.1
621,BlockFi,125,3,80.0,2022-11-28,Series E,56,1.0
622,FutureLearn,97,5,80.0,2022-11-28,Unknown,55,0.18
623,Inspectify,158,21,80.0,2022-11-28,Series A,56,0.18
624,Ledn,175,3,80.0,2022-11-28,Series B,7,0.18
625,NCX,147,6,80.0,2022-11-28,Series B,56,0.4
626,Change Invest,3,7,80.0,2022-11-27,Unknown,34,0.24
627,Zilch,97,7,80.0,2022-11-26,Unknown,55,0.18
628,VerSe Innovation,17,18,150.0,2022-11-25,Series J,22,0.05
629,Carwow,97,27,70.0,2022-11-25,Unknown,55,0.2
630,Vendease,89,9,27.0,2022-11-25,Series A,36,0.09
631,Lemon,32,3,100.0,2022-11-24,Series A,0,0.38
632,Quidax,89,3,20.0,2022-11-24,Unknown,36,0.2
633,Menulog,169,9,80.0,2022-11-24,Acquired,1,0.18
634,Utopia Music,189,18,80.0,2022-11-24,Series B,51,0.18
635,Assure,149,7,80.0,2022-11-23,Seed,56,1.0
636,GoodGood,175,23,80.0,2022-11-23,Seed,7,1.0
637,Muni Tienda,22,19,80.0,2022-11-23,Series A,10,1.0
638,SWVL,34,27,80.0,2022-11-23,Post-IPO,13,0.5
639,Western Digital,147,11,251.0,2022-11-22,Post-IPO,56,0.18
640,SIRCLO,79,23,160.0,2022-11-22,Series B,23,0.08
641,Trax,163,23,80.0,2022-11-22,Series E,46,0.08
642,Flash Coffee,163,9,80.0,2022-11-22,Series B,46,0.18
643,Natera,147,12,80.0,2022-11-22,Post-IPO,56,0.18
644,Rapyd,172,7,80.0,2022-11-22,Unknown,25,0.18
645,Jumia,89,23,900.0,2022-11-21,Post-IPO,36,0.2
646,Kitopi,52,9,93.0,2022-11-21,Series C,56,0.1
647,Devo,24,25,80.0,2022-11-21,Series F,56,0.15
648,GloriFi,47,7,80.0,2022-11-21,Unknown,56,1.0
649,Zomato,66,9,100.0,2022-11-19,Series J,22,0.04
650,Carvana,136,27,1500.0,2022-11-18,Post-IPO,56,0.08
651,Nuro,147,27,300.0,2022-11-18,Series D,56,0.2
652,Synthego,147,12,105.0,2022-11-18,Series E,56,0.2
653,Splyt,97,27,57.0,2022-11-18,Series B,55,0.18
654,Capitolis,125,7,80.0,2022-11-18,Series D,56,0.25
655,Kavak,156,27,80.0,2022-11-18,Series E,5,0.18
656,Metaplex,39,3,80.0,2022-11-18,Unknown,56,0.18
657,Ruangguru,79,5,80.0,2022-11-18,Unknown,23,0.18
658,StoryBlocks,183,18,80.0,2022-11-18,Acquired,56,0.25
659,Unchained Capital,8,3,80.0,2022-11-18,Series A,56,0.15
660,Roku,147,18,200.0,2022-11-17,Post-IPO,56,0.07
661,Orchard,125,21,180.0,2022-11-17,Series D,56,0.18
662,Homepoint,136,21,113.0,2022-11-17,Post-IPO,56,0.18
663,Juni,63,7,72.0,2022-11-17,Unknown,50,0.33
664,Chili Piper,125,24,58.0,2022-11-17,Series B,56,0.18
665,Capitolis,125,7,37.0,2022-11-17,Series D,56,0.25
666,TealBook,175,19,34.0,2022-11-17,Series B,7,0.19
667,Koho,175,7,15.0,2022-11-17,Series D,7,0.04
668,&Open,53,17,9.0,2022-11-17,Series A,24,0.09
669,Kandji,151,19,80.0,2022-11-17,Series C,56,0.17
670,Morning Brew,125,18,80.0,2022-11-17,Acquired,56,0.14
671,Symend,35,19,80.0,2022-11-17,Series C,7,0.13
672,Amazon,158,23,10000.0,2022-11-16,Post-IPO,56,0.03
673,Cisco,147,13,4100.0,2022-11-16,Post-IPO,56,0.05
674,Twiga,118,9,211.0,2022-11-16,Series C,28,0.21
675,Wayflyer,53,17,200.0,2022-11-16,Unknown,24,0.4
676,SimilarWeb,125,19,120.0,2022-11-16,Post-IPO,56,0.1
677,Salsify,24,23,90.0,2022-11-16,Series F,56,0.11
678,Lokalise,51,19,76.0,2022-11-16,Series B,56,0.23
679,Yotpo,125,17,70.0,2022-11-16,Unknown,56,0.09
680,Pear Therapeutics,24,12,59.0,2022-11-16,Post-IPO,56,0.22
681,D2L,184,5,80.0,2022-11-16,Post-IPO,7,0.05
682,Dance,18,27,80.0,2022-11-16,Unknown,17,0.16
683,Homeward,8,21,80.0,2022-11-16,Unknown,56,0.25
684,Hopin,97,19,80.0,2022-11-16,Series D,55,0.17
685,Infogrid,97,19,80.0,2022-11-16,Series A,55,0.18
686,Kite,147,20,80.0,2022-11-16,Series A,56,1.0
687,UiPath,125,4,241.0,2022-11-15,Post-IPO,56,0.06
688,Asana,147,19,180.0,2022-11-15,Post-IPO,56,0.09
689,OwnBackup,125,25,170.0,2022-11-15,Series E,56,0.17
690,Deliveroo Australia,106,9,120.0,2022-11-15,Post-IPO,1,1.0
691,Productboard,147,20,100.0,2022-11-15,Series D,56,0.2
692,Properly,175,21,71.0,2022-11-15,Series B,7,0.18
693,Protocol,147,18,60.0,2022-11-15,Acquired,56,1.0
694,Jimdo,67,19,50.0,2022-11-15,Unknown,17,0.16
695,The Zebra,8,7,50.0,2022-11-15,Series D,56,0.18
696,Viber,100,2,45.0,2022-11-15,Acquired,30,0.08
697,CaptivateIQ,147,24,31.0,2022-11-15,Series C,56,0.1
698,Apollo Insurance,178,7,80.0,2022-11-15,Series B,7,0.25
699,Nirvana Money,108,7,80.0,2022-11-15,Unknown,56,1.0
700,Oatly,103,9,80.0,2022-11-15,Post-IPO,50,0.18
701,OfferUp,158,23,80.0,2022-11-15,Unknown,56,0.19
702,Outside,25,18,80.0,2022-11-15,Series B,56,0.12
703,Rubicon Technologies,93,19,80.0,2022-11-15,Post-IPO,56,0.11
704,Tencent,162,2,80.0,2022-11-15,Post-IPO,9,0.18
705,Typeform,11,17,80.0,2022-11-15,Series C,49,0.18
706,Whispir,106,19,80.0,2022-11-15,Post-IPO,1,0.3
707,Illumina,151,12,500.0,2022-11-14,Post-IPO,56,0.05
708,Sema4,167,12,500.0,2022-11-14,Post-IPO,56,0.18
709,iFit,96,8,300.0,2022-11-14,Private Equity,56,0.2
710,Ribbon,125,21,170.0,2022-11-14,Series C,56,0.85
711,Pipedrive,170,24,143.0,2022-11-14,Private Equity,14,0.15
712,Intercom,147,26,124.0,2022-11-14,Series D,56,0.13
713,Science 37 ,98,12,90.0,2022-11-14,Post-IPO,56,0.18
714,Pear Therapeutics,24,12,59.0,2022-11-14,Post-IPO,56,0.22
715,Cardlytics,6,17,51.0,2022-11-14,Post-IPO,56,0.18
716,Cloudinary,147,18,40.0,2022-11-14,Unknown,56,0.08
717,Nestcoin,89,3,30.0,2022-11-14,Seed,36,0.18
718,Gokada,89,27,20.0,2022-11-14,Unknown,36,0.18
719,Shopee,79,9,80.0,2022-11-14,Unknown,23,0.18
720,Tricida,147,12,80.0,2022-11-14,Post-IPO,56,0.5700000000000001
721,Veev,147,21,100.0,2022-11-11,Series D,56,0.3
722,Forto,18,15,60.0,2022-11-11,Series D,56,0.08
723,Chipax,155,7,80.0,2022-11-11,Seed,8,0.18
724,Juniper,6,17,80.0,2022-11-11,Acquired,56,0.18
725,Offerpad,136,21,80.0,2022-11-11,Post-IPO,56,0.07
726,GoTo Group,79,27,1300.0,2022-11-10,Post-IPO,23,0.12
727,Juul,147,2,400.0,2022-11-10,Unknown,56,0.3
728,Blend,147,7,100.0,2022-11-10,Post-IPO,56,0.06
729,InfluxData,147,4,65.0,2022-11-10,Series D,56,0.27
730,Coinbase,147,3,60.0,2022-11-10,Post-IPO,56,0.18
731,SoundHound,147,19,45.0,2022-11-10,Post-IPO,56,0.1
732,Wistia,24,17,40.0,2022-11-10,Unknown,56,0.18
733,Ocavu,92,3,20.0,2022-11-10,Series A,56,0.48
734,Avast,136,25,80.0,2022-11-10,Unknown,56,0.25
735,Reforge,147,5,80.0,2022-11-10,Series B,56,0.18
736,SendCloud,58,15,80.0,2022-11-10,Series C,56,0.1
737,Voly,169,9,80.0,2022-11-10,Seed,1,0.18
738,Wavely,147,10,80.0,2022-11-10,Unknown,56,1.0
739,ZenBusiness,8,19,80.0,2022-11-10,Series C,56,0.18
740,Meta,147,2,11000.0,2022-11-09,Post-IPO,56,0.13
741,Redfin,158,21,862.0,2022-11-09,Post-IPO,56,0.13
742,Flyhomes,158,21,300.0,2022-11-09,Series C,56,0.4
743,AvantStay,98,28,144.0,2022-11-09,Private Equity,56,0.22
744,Root Insurance,42,7,137.0,2022-11-09,Post-IPO,56,0.2
745,Liftoff,147,17,130.0,2022-11-09,Acquired,56,0.15
746,Cameo,39,2,80.0,2022-11-09,Unknown,56,0.18
747,Plum,17,12,36.0,2022-11-09,Series A,22,0.1
748,Kabam,147,2,35.0,2022-11-09,Acquired,56,0.07
749,HighRadius,17,7,25.0,2022-11-09,Series C,22,0.18
750,Namogoo,172,17,25.0,2022-11-09,Series C,56,0.15
751,Amobee,147,17,80.0,2022-11-09,Acquired,56,0.18
752,CloudFactory,118,4,80.0,2022-11-09,Private Equity,28,0.12
753,Coursera,147,5,80.0,2022-11-09,Post-IPO,56,0.18
754,Faze Medicines,24,12,80.0,2022-11-09,Series B,56,1.0
755,RingCentral,147,19,80.0,2022-11-09,Post-IPO,56,0.1
756,Spotify,168,18,80.0,2022-11-09,Post-IPO,50,0.18
757,EverBridge,24,19,200.0,2022-11-08,Post-IPO,56,0.18
758,Repertoire Immune Medicines,24,12,65.0,2022-11-08,Series B,56,0.5
759,Astra,147,0,80.0,2022-11-08,Post-IPO,56,0.16
760,Beat,5,27,80.0,2022-11-08,Series B,19,0.18
761,NanoString,158,12,80.0,2022-11-08,Post-IPO,56,0.1
762,SADA,98,19,80.0,2022-11-08,Acquired,56,0.11
763,Salesforce,147,24,1000.0,2022-11-07,Post-IPO,56,0.01
764,Unacademy,17,5,350.0,2022-11-07,Series H,22,0.1
765,Zendesk,147,26,350.0,2022-11-07,Acquired,56,0.05
766,Dock,156,7,190.0,2022-11-07,Private Equity,5,0.12
767,Code42,111,25,80.0,2022-11-07,Unknown,56,0.15
768,Domino Data Lab,147,4,80.0,2022-11-07,Series F,56,0.25
769,Varonis,125,25,110.0,2022-11-06,Post-IPO,56,0.05
770,Brainly,87,5,25.0,2022-11-06,Series D,40,0.18
771,Practically,74,5,80.0,2022-11-06,Unknown,22,0.18
772,Twitter,147,2,3700.0,2022-11-04,Post-IPO,56,0.5
773,Udaan,17,23,350.0,2022-11-04,Unknown,22,0.18
774,Planetly,18,19,200.0,2022-11-04,Acquired,17,1.0
775,KoinWorks,79,7,70.0,2022-11-04,Unknown,23,0.08
776,Exodus,121,3,59.0,2022-11-04,Unknown,56,0.22
777,Benitago Group,125,23,80.0,2022-11-04,Series A,56,0.14
778,Mythical Games,98,3,80.0,2022-11-04,Series C,56,0.1
779,Stripe,147,7,1000.0,2022-11-03,Series H,56,0.14
780,Lyft,147,27,700.0,2022-11-03,Post-IPO,56,0.13
781,LendingTree,37,7,200.0,2022-11-03,Post-IPO,56,0.18
782,Pleo,43,7,150.0,2022-11-03,Series C,56,0.15
783,Delivery Hero,18,9,100.0,2022-11-03,Post-IPO,17,0.18
784,Shippo,147,15,60.0,2022-11-03,Series E,56,0.2
785,Affirm,147,7,80.0,2022-11-03,Post-IPO,56,0.01
786,CloudKitchens,98,21,80.0,2022-11-03,Unknown,56,0.18
787,LiveRamp,147,17,80.0,2022-11-03,Post-IPO,56,0.1
788,Provi,39,9,80.0,2022-11-03,Series C,56,0.18
789,Rubius,24,12,80.0,2022-11-03,Post-IPO,56,0.8200000000000001
790,Snapdocs,147,21,80.0,2022-11-03,Series D,56,0.15
791,Studio,147,5,80.0,2022-11-03,Series B,56,0.18
792,Opendoor,147,21,550.0,2022-11-02,Post-IPO,56,0.18
793,Chime,147,7,156.0,2022-11-02,Series G,56,0.12
794,Chargebee,147,7,142.0,2022-11-02,Series H,56,0.1
795,Dapper Labs,178,3,134.0,2022-11-02,Series D,56,0.22
796,Checkmarx,172,25,100.0,2022-11-02,Series C,25,0.1
797,Smava,18,7,100.0,2022-11-02,Unknown,17,0.15
798,Iron Ox,147,9,50.0,2022-11-02,Series C,56,0.5
799,Digital Currency Gruop,167,3,10.0,2022-11-02,Unknown,56,0.13
800,BitMEX,127,3,80.0,2022-11-02,Seed,45,0.3
801,Signicat,177,25,80.0,2022-11-02,Acquired,37,0.18
802,Argo AI,147,27,259.0,2022-11-01,Unknown,56,0.18
803,Booking.com,64,28,226.0,2022-11-01,Acquired,56,0.18
804,Oracle,147,19,200.0,2022-11-01,Post-IPO,56,0.18
805,Upstart,147,7,140.0,2022-11-01,Post-IPO,56,0.07
806,Gem,147,22,100.0,2022-11-01,Series C,56,0.33
807,Oda,130,9,70.0,2022-11-01,Unknown,50,0.18
808,Oda,130,9,70.0,2022-11-01,Unknown,37,0.18
809,Oda,130,9,70.0,2022-11-01,Unknown,37,0.06
810,Hootsuite,178,17,50.0,2022-11-01,Series C,7,0.05
811,Drop,175,17,24.0,2022-11-01,Series B,7,0.18
812,Tapps Games,156,2,10.0,2022-11-01,Unknown,5,0.18
813,Brightline,147,12,80.0,2022-11-01,Series C,56,0.2
814,Help Scout,24,26,80.0,2022-11-01,Series B,56,0.18
815,Kry,168,12,300.0,2022-10-31,Series D,50,0.1
816,Notarize,24,14,60.0,2022-10-31,Series D,56,0.18
817,EquityZen,125,7,30.0,2022-10-31,Series B,56,0.27
818,Equitybee,147,7,25.0,2022-10-31,Series B,56,0.2
